Debtor,Age at enrollment,Curricular units 1st sem (approved),Curricular units 2nd sem (enrolled),Curricular units 1st sem (enrolled),Curricular units 2nd sem (approved),Target
0,18,6,6,6,6,Graduate
0,18,5,5,5,4,Enrolled
0,20,4,6,6,5,Enrolled
0,18,6,6,6,6,Graduate
0,19,0,6,6,0,Dropout
0,20,4,5,5,2,Enrolled
0,19,4,5,5,5,Graduate
1,33,2,5,5,2,Dropout
0,21,12,11,12,11,Graduate
1,25,2,6,6,0,Dropout
0,20,4,6,6,0,Dropout
0,22,5,8,7,5,Dropout
0,39,4,6,6,6,Graduate
0,21,6,6,6,6,Graduate
0,19,6,6,6,4,Graduate
0,26,6,7,7,6,Graduate
0,19,4,6,6,5,Graduate
0,20,11,9,12,7,Graduate
0,25,6,6,6,5,Enrolled
0,24,0,6,6,0,Dropout
0,20,4,5,5,5,Graduate
0,29,6,6,6,6,Graduate
0,20,6,6,6,6,Graduate
0,20,4,6,6,2,Dropout
0,24,4,6,6,5,Graduate
1,24,0,7,7,0,Dropout
0,23,5,5,5,5,Graduate
0,20,7,8,7,8,Graduate
0,19,6,6,6,5,Graduate
0,28,5,6,6,6,Enrolled
0,20,6,6,6,5,Graduate
0,18,6,6,6,6,Graduate
1,20,1,6,6,0,Dropout
0,33,5,5,5,5,Graduate
0,35,5,7,7,5,Enrolled
0,27,7,8,8,7,Enrolled
0,19,3,6,6,3,Dropout
0,31,4,5,5,4,Enrolled
0,19,0,0,0,0,Graduate
0,22,13,12,13,12,Graduate
0,39,0,8,7,0,Dropout
0,22,0,6,1,0,Dropout
0,47,4,5,5,4,Enrolled
0,19,0,0,0,0,Graduate
0,19,6,6,6,6,Graduate
0,19,0,8,7,0,Dropout
0,21,17,17,17,17,Graduate
0,39,0,8,7,0,Dropout
0,19,12,11,12,11,Graduate
0,20,0,0,0,0,Enrolled
1,24,0,5,5,0,Dropout
0,27,1,5,5,0,Dropout
0,29,5,5,5,5,Graduate
0,20,4,6,6,0,Dropout
0,21,5,5,5,4,Dropout
0,18,0,0,0,0,Enrolled
0,19,7,8,8,7,Graduate
1,19,6,6,6,4,Dropout
0,28,3,5,5,3,Graduate
0,21,6,6,6,4,Graduate
1,23,7,8,8,7,Dropout
0,39,2,6,6,3,Enrolled
0,18,6,7,7,6,Graduate
0,59,6,6,6,4,Graduate
1,30,4,5,5,3,Enrolled
0,18,5,5,5,5,Graduate
0,41,4,7,6,6,Enrolled
0,27,0,7,7,0,Dropout
0,18,6,6,6,6,Graduate
1,20,2,6,6,3,Dropout
0,32,0,5,5,0,Dropout
0,19,3,5,5,4,Dropout
0,41,0,6,6,0,Dropout
0,38,1,5,5,0,Dropout
0,35,0,6,7,0,Dropout
0,27,4,6,6,3,Dropout
0,19,4,6,6,6,Graduate
0,18,5,6,6,5,Enrolled
0,39,0,5,5,0,Dropout
0,37,0,5,5,0,Dropout
0,37,0,8,8,0,Dropout
0,35,16,13,16,13,Graduate
0,49,10,9,13,6,Graduate
0,52,14,12,15,12,Graduate
0,18,5,5,5,5,Graduate
0,30,6,6,7,6,Graduate
0,21,7,8,7,8,Graduate
0,20,0,5,5,0,Dropout
1,18,0,5,5,0,Enrolled
0,19,0,0,0,0,Dropout
0,18,8,8,8,8,Graduate
0,20,7,7,7,4,Enrolled
0,21,5,6,6,4,Enrolled
0,22,3,5,5,5,Graduate
1,20,3,6,6,2,Enrolled
0,20,6,6,6,4,Enrolled
0,19,6,6,6,6,Graduate
0,18,7,8,7,8,Graduate
0,21,4,5,5,5,Graduate
1,19,0,7,7,2,Enrolled
0,37,0,6,6,0,Dropout
0,45,12,7,12,7,Enrolled
1,38,0,6,6,0,Dropout
0,55,0,5,5,0,Dropout
1,28,5,6,6,4,Dropout
0,46,8,9,8,5,Graduate
0,22,0,0,0,0,Graduate
0,46,5,6,6,4,Dropout
0,28,4,5,5,4,Enrolled
1,18,3,5,5,3,Dropout
0,18,0,0,0,0,Enrolled
0,21,6,6,6,6,Graduate
0,18,1,6,6,4,Enrolled
0,34,0,5,5,1,Dropout
0,21,5,6,6,5,Dropout
0,18,5,6,6,6,Graduate
0,20,0,0,0,0,Graduate
0,18,4,5,5,4,Enrolled
0,21,5,5,5,3,Enrolled
0,19,2,6,6,1,Dropout
0,22,6,6,6,6,Graduate
0,23,1,6,6,0,Dropout
0,19,0,0,0,0,Dropout
0,18,4,5,5,2,Enrolled
1,19,0,0,0,0,Dropout
0,19,2,5,5,4,Enrolled
0,19,4,5,5,4,Enrolled
0,22,6,8,7,6,Enrolled
0,18,6,6,6,6,Graduate
0,18,4,6,6,5,Dropout
1,19,4,6,6,3,Dropout
0,18,0,0,0,0,Graduate
0,21,6,6,6,4,Enrolled
0,18,5,6,6,3,Enrolled
0,19,6,6,6,5,Graduate
1,27,2,6,6,0,Dropout
1,20,11,10,12,8,Enrolled
0,20,4,6,6,6,Graduate
0,18,8,8,8,8,Graduate
0,18,6,6,6,5,Enrolled
0,18,6,6,6,6,Graduate
0,18,3,5,5,2,Dropout
0,18,5,5,5,5,Enrolled
0,18,6,8,7,8,Graduate
0,37,0,5,5,0,Dropout
0,36,6,6,6,6,Graduate
0,26,3,6,6,2,Dropout
0,19,4,5,5,4,Graduate
0,24,5,6,6,5,Dropout
0,19,6,6,6,6,Dropout
0,20,6,8,7,5,Graduate
0,19,6,6,6,5,Graduate
0,21,3,5,5,5,Graduate
0,50,6,7,7,4,Dropout
0,47,6,7,7,4,Dropout
0,24,10,13,13,9,Dropout
0,48,1,5,5,0,Dropout
0,18,6,6,6,5,Graduate
0,32,4,7,6,4,Dropout
0,20,3,5,5,4,Dropout
1,24,0,5,5,0,Dropout
0,53,4,5,5,4,Graduate
1,42,0,4,4,0,Dropout
0,52,5,5,5,5,Graduate
0,54,13,11,13,11,Enrolled
0,49,5,5,5,5,Graduate
0,18,6,6,6,6,Graduate
0,37,3,5,5,4,Graduate
0,21,6,8,7,7,Graduate
1,26,0,5,5,0,Dropout
0,20,11,12,12,11,Graduate
0,19,7,8,7,8,Graduate
0,18,6,6,6,6,Graduate
0,18,7,8,7,8,Graduate
0,20,5,6,6,6,Graduate
0,20,5,6,5,1,Dropout
0,21,0,0,0,0,Dropout
0,22,12,11,12,11,Graduate
0,18,7,8,7,8,Graduate
0,18,7,8,7,7,Dropout
0,19,7,8,8,7,Graduate
0,19,7,8,8,7,Enrolled
0,18,7,8,8,7,Graduate
0,27,5,5,5,5,Enrolled
0,20,7,8,7,8,Graduate
0,20,6,6,6,0,Dropout
0,20,5,5,5,5,Graduate
0,19,5,5,5,5,Graduate
0,20,4,5,5,2,Enrolled
0,20,0,0,0,0,Graduate
0,20,0,0,0,0,Enrolled
0,27,11,9,12,7,Graduate
0,18,6,6,6,6,Graduate
0,18,7,8,7,8,Graduate
0,18,7,8,7,8,Graduate
0,20,5,5,5,4,Graduate
0,19,6,6,6,5,Enrolled
0,20,6,6,6,6,Graduate
0,18,8,8,8,8,Graduate
1,22,5,9,7,5,Dropout
1,22,4,6,6,5,Graduate
0,25,4,5,5,4,Enrolled
0,19,6,6,6,6,Graduate
0,21,5,6,6,4,Dropout
0,27,7,8,7,8,Graduate
0,18,6,7,7,6,Graduate
0,18,5,6,5,0,Dropout
0,19,0,7,7,0,Dropout
0,35,4,5,5,5,Graduate
0,23,4,5,5,5,Graduate
0,28,3,7,7,0,Dropout
0,19,3,5,5,2,Enrolled
0,19,4,6,6,3,Enrolled
1,20,4,5,5,5,Dropout
0,21,3,5,5,4,Dropout
0,18,6,6,6,5,Graduate
0,22,6,6,6,6,Graduate
0,21,0,5,5,5,Graduate
1,38,3,5,7,0,Dropout
0,20,0,0,0,0,Enrolled
0,19,0,0,0,0,Dropout
0,24,0,5,5,0,Dropout
0,19,0,6,6,0,Dropout
0,19,7,8,7,8,Graduate
0,19,5,5,5,4,Enrolled
0,31,0,5,5,0,Dropout
0,19,6,6,6,6,Graduate
0,22,5,6,6,6,Graduate
0,25,0,5,5,0,Dropout
0,18,7,8,7,0,Dropout
0,30,0,8,8,0,Dropout
0,18,8,8,8,8,Graduate
0,18,6,6,6,6,Graduate
0,18,0,6,6,0,Dropout
0,18,6,6,6,6,Graduate
0,25,6,6,6,6,Graduate
0,18,2,5,5,3,Enrolled
0,18,0,0,0,0,Dropout
0,19,4,5,5,4,Enrolled
0,25,4,7,7,4,Dropout
0,19,6,7,7,6,Graduate
0,31,4,7,6,7,Enrolled
0,20,8,8,8,8,Graduate
0,33,5,6,7,5,Dropout
1,24,4,6,6,2,Enrolled
0,18,6,6,6,6,Graduate
0,19,8,8,8,8,Graduate
0,20,7,8,7,6,Graduate
0,33,1,8,8,1,Enrolled
0,24,0,5,5,2,Dropout
0,24,0,5,5,0,Dropout
0,18,5,5,5,5,Graduate
0,18,6,6,6,5,Graduate
0,22,11,12,12,12,Graduate
0,18,6,6,6,5,Graduate
0,21,17,17,17,17,Graduate
0,38,3,5,5,4,Dropout
0,29,16,13,16,13,Graduate
0,20,4,6,6,4,Enrolled
0,18,0,6,6,0,Dropout
0,37,12,13,12,13,Graduate
0,20,5,5,5,5,Graduate
0,20,4,5,5,3,Dropout
1,40,3,5,5,2,Dropout
0,44,9,11,11,9,Enrolled
0,21,2,5,5,3,Dropout
0,21,6,9,7,8,Graduate
0,18,8,8,8,8,Graduate
0,18,6,8,7,7,Enrolled
0,27,6,6,6,6,Graduate
0,38,0,6,6,0,Dropout
0,18,5,6,6,3,Dropout
0,19,5,6,6,2,Enrolled
0,18,6,6,6,5,Dropout
1,19,3,6,6,2,Dropout
1,44,1,6,6,0,Dropout
0,26,4,6,6,3,Dropout
1,24,5,6,6,4,Dropout
0,27,0,6,6,0,Dropout
1,27,0,6,6,0,Dropout
0,25,13,15,17,10,Dropout
0,21,7,8,9,4,Enrolled
0,19,0,0,0,0,Graduate
0,20,5,6,6,4,Enrolled
0,20,0,5,5,2,Enrolled
1,20,0,5,5,0,Dropout
0,18,5,5,5,5,Enrolled
1,19,10,11,12,10,Enrolled
0,22,3,6,6,0,Dropout
0,19,6,6,6,6,Graduate
0,18,7,8,7,7,Graduate
1,20,6,6,6,6,Graduate
0,18,0,0,0,0,Dropout
0,36,6,6,6,6,Graduate
1,19,3,5,5,4,Graduate
0,21,11,9,11,9,Graduate
0,26,0,5,5,0,Dropout
1,29,3,7,9,1,Dropout
0,26,8,6,8,6,Enrolled
0,27,0,8,7,0,Dropout
1,32,3,8,7,3,Enrolled
0,23,4,6,6,5,Enrolled
0,24,2,5,5,4,Enrolled
0,19,6,6,6,6,Graduate
0,25,5,6,6,4,Enrolled
0,19,5,6,6,3,Enrolled
0,20,0,4,4,0,Dropout
0,33,9,7,9,7,Graduate
1,35,5,5,5,5,Dropout
0,23,4,5,5,4,Graduate
0,19,7,8,7,8,Graduate
0,21,5,6,6,5,Enrolled
0,21,6,6,6,6,Graduate
0,27,7,8,8,7,Dropout
1,19,4,5,5,2,Enrolled
0,28,7,8,7,8,Dropout
0,25,3,5,5,4,Enrolled
0,42,0,6,6,0,Dropout
0,27,4,5,5,4,Graduate
0,23,4,6,6,0,Dropout
0,18,6,6,6,6,Graduate
0,26,7,8,8,7,Graduate
0,18,0,5,5,0,Dropout
1,29,3,5,5,2,Dropout
0,22,0,6,6,0,Dropout
0,21,4,7,7,6,Enrolled
0,19,7,8,8,7,Graduate
0,18,6,6,6,6,Graduate
0,18,3,5,5,3,Dropout
1,40,5,6,6,3,Dropout
1,20,3,6,6,0,Dropout
0,18,5,8,8,5,Dropout
0,31,12,10,12,7,Graduate
0,18,4,5,5,5,Graduate
0,22,6,6,6,4,Dropout
1,38,0,5,5,0,Dropout
0,33,0,5,5,0,Dropout
0,19,5,5,5,3,Enrolled
0,18,0,6,6,0,Dropout
0,18,5,5,5,4,Enrolled
0,27,6,5,6,5,Graduate
0,26,6,6,6,6,Graduate
0,19,7,8,7,8,Graduate
0,44,5,7,7,5,Dropout
0,19,5,5,5,5,Graduate
0,20,0,6,6,0,Dropout
1,24,6,6,6,6,Enrolled
0,31,13,14,14,13,Graduate
0,25,6,6,6,6,Graduate
1,19,0,6,6,0,Dropout
0,18,7,8,7,8,Dropout
0,19,5,6,6,3,Enrolled
0,19,4,7,7,5,Enrolled
0,19,1,5,5,0,Enrolled
0,24,2,6,6,2,Dropout
0,20,6,6,6,6,Graduate
0,18,6,6,6,6,Graduate
0,18,6,6,6,6,Graduate
0,21,3,5,5,2,Enrolled
1,28,0,7,7,0,Dropout
0,18,4,5,5,5,Enrolled
1,18,5,6,6,4,Dropout
0,18,6,6,6,5,Graduate
0,18,5,5,5,5,Graduate
0,19,3,5,5,3,Dropout
0,19,6,8,7,8,Graduate
1,20,5,6,6,6,Graduate
0,34,9,7,11,7,Graduate
0,39,5,7,7,5,Enrolled
0,19,8,8,8,8,Graduate
0,24,6,6,6,2,Graduate
0,18,0,6,6,0,Dropout
0,19,2,5,5,0,Dropout
0,18,5,5,5,3,Graduate
1,20,5,5,5,5,Enrolled
1,19,7,8,7,8,Graduate
0,19,4,6,6,2,Dropout
0,19,6,6,6,4,Dropout
0,41,4,5,5,2,Dropout
0,19,6,8,7,8,Graduate
0,19,3,6,6,4,Enrolled
0,23,0,8,7,0,Dropout
0,18,5,5,5,5,Dropout
0,19,5,5,5,5,Graduate
0,20,6,6,6,6,Graduate
1,35,2,5,5,2,Dropout
0,34,0,6,6,0,Dropout
1,19,6,6,6,6,Graduate
1,22,5,6,6,5,Graduate
0,20,6,6,6,6,Graduate
0,27,2,5,2,2,Enrolled
1,30,0,5,5,0,Dropout
0,34,0,5,5,1,Enrolled
0,20,2,6,6,0,Dropout
0,18,6,6,6,6,Graduate
0,26,0,5,5,0,Dropout
0,26,5,5,5,5,Graduate
0,26,2,5,5,0,Dropout
1,31,0,5,5,0,Dropout
0,20,12,11,12,11,Graduate
0,19,6,6,6,3,Graduate
1,23,0,5,5,0,Dropout
0,20,1,7,7,0,Dropout
0,20,7,10,7,9,Graduate
0,29,0,5,6,0,Dropout
0,20,6,6,6,4,Graduate
0,24,6,7,7,6,Graduate
0,37,0,7,7,0,Dropout
0,18,0,8,7,0,Dropout
1,18,0,0,0,0,Dropout
0,18,7,8,8,7,Graduate
1,41,5,6,7,6,Enrolled
0,35,4,6,6,3,Dropout
0,19,0,6,5,0,Dropout
0,18,0,0,0,0,Graduate
0,48,4,7,7,3,Enrolled
0,19,6,7,7,6,Graduate
0,30,6,8,9,4,Dropout
1,51,0,4,4,0,Dropout
0,18,6,6,6,5,Graduate
0,18,0,0,0,0,Graduate
0,18,0,0,0,0,Graduate
0,18,8,8,8,8,Graduate
0,18,4,5,5,0,Dropout
0,18,0,0,0,0,Enrolled
0,23,17,17,17,17,Graduate
0,19,2,6,6,3,Enrolled
0,21,4,6,6,2,Enrolled
1,18,5,6,6,4,Dropout
0,18,0,0,0,0,Graduate
0,21,10,9,11,8,Graduate
1,20,6,6,6,6,Graduate
0,24,9,10,11,9,Graduate
0,18,6,6,6,6,Graduate
0,18,6,7,7,6,Graduate
0,19,6,6,6,6,Graduate
0,20,6,6,6,6,Graduate
0,18,7,8,7,8,Graduate
0,18,7,8,8,7,Graduate
0,19,5,6,6,5,Enrolled
0,19,6,7,7,6,Graduate
0,18,5,6,6,5,Graduate
0,20,8,8,8,8,Graduate
0,18,7,8,7,8,Graduate
1,18,3,6,6,0,Dropout
0,18,5,6,6,5,Graduate
0,18,6,7,7,6,Graduate
0,18,6,7,7,6,Graduate
0,20,7,8,7,8,Graduate
0,22,5,6,6,5,Graduate
1,20,5,6,6,5,Enrolled
0,20,5,6,6,2,Enrolled
0,18,6,6,6,6,Graduate
0,18,5,6,6,3,Enrolled
0,18,5,5,5,4,Graduate
1,18,1,6,6,0,Dropout
0,19,8,6,8,5,Graduate
0,19,5,5,5,5,Graduate
0,18,6,6,6,6,Graduate
0,18,5,6,6,5,Enrolled
0,18,7,8,7,8,Graduate
0,18,7,8,7,8,Graduate
0,19,6,6,6,6,Graduate
0,18,5,6,6,4,Graduate
0,25,8,8,8,8,Graduate
0,19,6,8,7,7,Graduate
0,18,7,8,7,8,Graduate
0,19,6,6,6,4,Graduate
0,18,6,7,7,6,Graduate
0,24,5,6,6,1,Dropout
0,21,5,6,6,5,Graduate
0,18,6,6,6,6,Graduate
0,18,6,6,6,6,Graduate
0,20,6,6,6,6,Graduate
0,19,6,6,6,5,Graduate
0,19,6,6,6,6,Dropout
0,30,7,8,7,8,Graduate
0,18,8,8,8,8,Graduate
0,18,4,5,5,3,Graduate
0,18,6,6,6,6,Graduate
0,20,6,8,7,7,Graduate
0,19,0,6,6,0,Dropout
0,19,0,6,6,0,Dropout
0,19,0,0,0,0,Dropout
0,18,6,6,6,6,Graduate
0,17,5,8,8,5,Enrolled
0,19,6,7,7,6,Graduate
0,18,5,6,6,2,Enrolled
0,25,7,8,8,7,Graduate
0,19,5,6,6,6,Dropout
1,24,8,9,9,6,Enrolled
1,19,6,6,6,6,Graduate
0,20,0,8,8,0,Enrolled
0,20,5,6,6,5,Graduate
0,20,7,8,7,8,Graduate
0,19,4,5,5,3,Graduate
0,31,11,12,12,12,Graduate
0,20,3,5,5,3,Graduate
0,18,3,5,5,5,Enrolled
1,18,4,6,6,3,Enrolled
0,18,6,6,6,5,Graduate
1,20,8,10,11,3,Enrolled
0,20,6,6,6,6,Graduate
0,19,5,6,6,5,Dropout
0,21,5,5,5,5,Graduate
0,18,7,8,7,8,Graduate
0,21,10,11,10,10,Dropout
0,19,4,7,7,7,Enrolled
0,20,6,6,6,5,Graduate
0,20,6,6,6,3,Enrolled
0,18,5,6,6,6,Graduate
0,18,4,5,5,5,Graduate
0,18,6,6,6,6,Graduate
0,21,3,5,7,5,Graduate
0,18,6,7,7,6,Graduate
0,18,8,8,8,8,Graduate
0,20,4,6,6,4,Graduate
0,32,8,8,8,8,Graduate
0,34,0,5,5,0,Enrolled
0,23,6,8,7,8,Graduate
0,18,4,6,6,5,Enrolled
0,18,5,6,6,5,Graduate
0,34,0,0,0,0,Dropout
1,25,6,6,6,4,Enrolled
0,21,5,5,5,5,Graduate
0,20,0,6,6,0,Dropout
0,18,6,6,6,6,Graduate
0,18,6,6,6,6,Graduate
0,18,6,6,6,6,Graduate
0,24,1,6,6,0,Dropout
1,32,14,13,15,13,Graduate
1,24,6,6,6,3,Dropout
0,18,6,6,6,0,Dropout
0,28,6,6,6,5,Graduate
0,18,6,6,6,4,Dropout
0,24,0,5,6,0,Dropout
0,19,5,5,5,5,Graduate
0,44,6,6,6,6,Graduate
0,18,6,6,6,6,Graduate
0,18,0,0,0,0,Graduate
0,22,0,6,6,0,Dropout
0,18,6,7,7,6,Graduate
0,44,5,5,5,5,Graduate
1,33,5,6,6,5,Dropout
1,32,0,5,6,0,Dropout
0,35,0,6,6,0,Dropout
0,20,6,6,6,6,Graduate
0,24,5,6,6,5,Graduate
0,19,7,8,7,8,Graduate
0,21,5,6,6,5,Enrolled
0,19,6,6,6,6,Graduate
0,27,0,6,6,0,Dropout
0,30,0,6,6,0,Dropout
0,21,0,0,0,0,Dropout
0,19,6,6,6,6,Graduate
0,34,2,5,5,4,Enrolled
0,18,7,8,7,7,Graduate
0,21,0,0,0,0,Graduate
0,17,0,0,0,0,Enrolled
0,19,6,7,7,6,Graduate
0,18,6,6,6,6,Graduate
0,19,7,8,7,8,Graduate
1,45,5,8,10,0,Dropout
0,26,6,6,6,4,Graduate
0,51,0,5,4,0,Dropout
1,49,6,6,6,6,Graduate
0,22,3,7,6,4,Enrolled
0,22,2,5,5,1,Dropout
0,33,2,5,5,2,Dropout
0,20,5,5,5,4,Graduate
0,18,6,6,6,6,Graduate
1,20,3,6,6,2,Dropout
0,37,7,10,10,10,Graduate
0,18,6,6,6,6,Graduate
0,19,6,6,6,6,Graduate
0,21,6,6,6,4,Graduate
0,20,6,8,7,7,Graduate
0,19,0,8,7,0,Dropout
0,20,4,7,7,4,Dropout
0,18,7,8,7,8,Graduate
0,19,7,8,8,7,Graduate
0,18,4,6,6,5,Graduate
0,18,6,6,6,6,Graduate
0,18,2,1,5,0,Dropout
0,19,5,7,7,6,Enrolled
0,18,7,8,7,8,Graduate
0,19,6,6,6,6,Graduate
1,24,12,11,12,11,Graduate
0,20,6,6,6,2,Enrolled
0,21,5,5,5,4,Graduate
1,20,4,6,6,5,Dropout
0,19,7,8,7,8,Graduate
0,19,7,8,7,8,Graduate
0,18,7,8,8,7,Graduate
0,19,5,6,6,5,Graduate
0,21,5,5,5,5,Graduate
0,19,6,6,6,6,Graduate
0,18,6,6,6,6,Graduate
0,17,6,6,6,6,Graduate
0,19,5,6,6,5,Enrolled
0,23,3,5,5,3,Dropout
0,19,6,6,6,6,Graduate
0,18,6,7,7,6,Graduate
0,20,6,6,6,5,Graduate
0,19,5,5,5,5,Graduate
0,18,6,6,6,6,Graduate
0,19,6,6,6,6,Graduate
0,19,6,6,6,6,Graduate
0,18,8,8,8,8,Graduate
0,18,7,8,7,7,Graduate
0,19,6,7,7,6,Graduate
0,19,7,8,8,7,Graduate
0,19,6,7,7,6,Graduate
0,21,7,8,7,8,Graduate
0,18,6,6,6,6,Graduate
0,19,6,6,6,6,Graduate
0,18,0,4,4,0,Dropout
0,30,0,6,6,0,Dropout
0,18,6,6,6,5,Dropout
0,20,6,7,7,6,Graduate
1,25,5,5,5,5,Dropout
0,18,6,7,7,6,Graduate
0,21,5,5,5,3,Enrolled
0,18,7,8,8,7,Graduate
0,18,6,7,7,6,Graduate
0,29,6,6,6,5,Dropout
0,20,14,12,17,12,Graduate
0,26,0,8,7,0,Dropout
0,21,5,6,6,6,Graduate
0,19,8,8,8,8,Graduate
1,19,6,6,6,5,Dropout
0,21,5,6,6,5,Enrolled
1,20,4,6,6,4,Graduate
0,18,7,8,7,8,Graduate
0,20,4,6,6,3,Dropout
0,20,6,6,6,6,Graduate
0,18,5,7,7,2,Enrolled
0,18,1,6,6,4,Enrolled
0,18,6,6,6,5,Graduate
0,18,2,5,5,3,Enrolled
0,22,6,6,6,5,Graduate
0,19,1,5,5,3,Enrolled
0,19,6,6,6,6,Graduate
0,18,7,8,7,8,Graduate
1,20,6,6,6,6,Graduate
0,18,5,6,6,4,Dropout
0,21,0,6,6,0,Dropout
0,19,6,6,6,6,Graduate
0,18,8,8,8,8,Dropout
0,18,6,6,6,5,Graduate
0,18,0,0,0,0,Enrolled
1,21,2,6,6,0,Dropout
1,19,5,5,5,4,Graduate
0,19,5,5,5,5,Graduate
0,19,5,6,6,0,Dropout
0,18,0,0,0,0,Graduate
0,19,0,6,6,1,Dropout
0,20,6,8,7,8,Dropout
0,18,6,8,8,6,Dropout
0,19,0,0,0,0,Dropout
0,18,6,6,6,6,Graduate
0,18,6,6,6,4,Enrolled
0,19,6,6,6,6,Graduate
0,20,3,5,5,5,Graduate
0,19,7,8,7,8,Graduate
0,18,7,8,8,7,Graduate
1,25,0,6,6,0,Dropout
0,18,4,6,6,6,Graduate
0,19,6,6,6,6,Graduate
0,19,7,8,7,8,Graduate
1,20,2,5,5,2,Dropout
0,18,7,8,7,7,Enrolled
0,20,2,5,5,5,Graduate
0,21,6,6,6,6,Graduate
0,19,0,0,0,0,Graduate
0,42,6,6,6,6,Graduate
1,18,5,6,6,5,Enrolled
0,19,5,6,6,6,Graduate
0,18,6,6,6,4,Graduate
0,21,5,5,5,5,Graduate
0,20,6,6,6,6,Graduate
0,20,7,7,7,7,Graduate
0,21,3,6,6,5,Enrolled
0,19,7,8,7,8,Graduate
0,21,11,11,13,9,Graduate
0,19,6,6,6,6,Graduate
0,19,7,8,7,8,Graduate
0,18,0,0,0,0,Enrolled
0,22,6,6,6,6,Graduate
0,21,5,6,6,5,Graduate
0,18,2,6,6,3,Dropout
0,20,7,8,8,7,Graduate
1,18,3,5,5,4,Dropout
0,20,0,5,6,0,Dropout
0,23,6,8,7,7,Graduate
0,18,6,6,6,6,Graduate
0,20,6,6,6,6,Graduate
0,18,7,8,8,7,Graduate
0,20,4,5,5,5,Graduate
0,18,7,8,7,8,Graduate
0,20,6,6,6,6,Graduate
0,19,7,8,8,7,Graduate
0,21,6,6,6,6,Graduate
0,33,6,6,6,3,Graduate
1,24,1,5,5,0,Dropout
0,20,11,11,11,11,Graduate
0,18,0,0,0,0,Graduate
0,18,6,6,6,6,Graduate
1,29,4,6,6,2,Dropout
0,18,7,8,7,8,Graduate
0,19,6,6,6,6,Graduate
0,19,0,0,0,0,Dropout
0,18,5,6,6,6,Graduate
0,19,6,8,7,8,Graduate
0,20,12,12,14,10,Dropout
0,19,1,6,6,2,Enrolled
0,19,4,6,6,3,Graduate
0,18,6,6,6,5,Enrolled
0,18,8,8,8,8,Graduate
0,19,6,6,6,3,Graduate
1,20,5,6,6,6,Dropout
0,18,0,0,0,0,Enrolled
0,18,0,8,7,0,Dropout
1,35,5,6,6,4,Dropout
0,18,3,5,5,3,Enrolled
0,19,0,0,0,0,Graduate
0,19,4,6,6,6,Enrolled
0,20,2,5,5,4,Enrolled
0,19,3,6,6,4,Enrolled
0,19,3,5,5,2,Dropout
0,24,0,7,7,0,Dropout
1,29,4,6,6,0,Dropout
0,24,7,8,7,2,Graduate
0,19,5,6,6,4,Graduate
0,37,0,0,0,0,Dropout
0,18,5,6,6,5,Graduate
0,20,6,6,7,6,Enrolled
0,18,0,5,5,0,Dropout
0,22,0,5,5,3,Enrolled
