Debtor,Age at enrollment,Curricular units 1st sem (approved),Curricular units 2nd sem (enrolled),Curricular units 1st sem (enrolled),Curricular units 2nd sem (approved),Target
0,19,0,6,6,0,Dropout
0,20,6,6,6,6,Graduate
0,18,6,6,6,6,Graduate
0,27,3,6,6,1,Dropout
0,20,6,6,6,5,Graduate
0,18,6,6,6,6,Graduate
0,35,5,5,5,3,Enrolled
0,26,0,0,0,0,Dropout
0,39,6,6,6,5,Graduate
0,18,0,0,0,0,Graduate
0,36,0,7,7,0,Dropout
0,38,11,8,11,8,Graduate
0,45,3,6,6,2,Dropout
0,62,6,6,6,6,Graduate
0,20,4,6,6,6,Graduate
0,18,7,8,8,7,Graduate
0,18,2,6,6,1,Dropout
0,23,5,5,5,4,Graduate
1,19,6,6,6,6,Dropout
1,19,5,5,5,5,Graduate
0,18,7,8,7,8,Graduate
0,18,0,8,8,0,Enrolled
0,41,4,6,6,6,Graduate
0,51,5,6,6,5,Graduate
0,24,10,7,10,4,Graduate
0,25,1,5,5,2,Dropout
0,18,3,5,5,4,Enrolled
0,20,4,5,5,3,Graduate
0,19,0,0,0,0,Dropout
0,41,10,10,10,10,Graduate
0,19,6,6,6,6,Graduate
0,28,14,17,18,16,Dropout
0,21,6,6,6,5,Graduate
0,22,4,5,5,4,Dropout
0,18,6,6,6,6,Graduate
0,19,6,6,6,6,Graduate
0,19,7,8,7,8,Graduate
1,25,6,6,6,6,Graduate
0,18,6,7,7,6,Graduate
0,19,6,6,6,6,Graduate
0,20,4,6,6,4,Enrolled
0,46,6,6,6,6,Graduate
0,19,12,11,12,11,Graduate
0,18,4,6,6,5,Enrolled
0,18,6,6,6,4,Graduate
0,19,7,8,8,7,Graduate
0,20,0,6,6,0,Dropout
0,38,5,6,6,6,Graduate
0,18,6,6,6,6,Graduate
0,18,7,8,7,8,Graduate
0,18,5,6,6,5,Graduate
0,20,4,5,5,4,Enrolled
0,19,6,6,6,6,Graduate
0,37,0,5,4,0,Dropout
0,24,7,8,8,7,Enrolled
0,19,7,8,7,7,Graduate
0,19,6,6,6,5,Dropout
0,19,7,8,7,8,Dropout
1,18,5,5,5,5,Graduate
0,18,7,8,7,8,Graduate
0,18,4,5,5,4,Graduate
0,19,2,5,5,4,Enrolled
0,18,5,6,6,4,Dropout
0,20,7,8,7,8,Graduate
0,20,6,6,6,6,Graduate
0,18,5,6,6,3,Dropout
0,20,6,8,7,7,Graduate
0,18,6,6,6,6,Graduate
0,19,0,8,7,0,Dropout
0,18,7,8,7,8,Graduate
0,20,11,9,11,9,Graduate
0,18,7,8,7,8,Graduate
0,19,5,5,5,5,Graduate
0,19,5,6,6,5,Graduate
0,19,3,5,5,5,Graduate
0,18,6,8,7,8,Graduate
0,19,4,6,6,4,Dropout
0,24,0,0,0,0,Graduate
0,18,0,0,0,0,Graduate
0,18,7,8,8,7,Graduate
0,18,6,6,6,6,Enrolled
0,19,4,6,6,3,Dropout
0,35,8,7,8,7,Graduate
0,19,4,5,5,4,Graduate
0,28,14,14,15,11,Dropout
0,21,7,8,7,8,Graduate
0,19,6,8,7,8,Graduate
0,19,6,6,6,6,Graduate
0,18,5,5,5,5,Graduate
0,18,6,6,6,6,Graduate
0,19,0,8,7,0,Dropout
0,20,6,6,6,6,Graduate
0,18,6,6,6,6,Graduate
1,19,4,7,7,6,Dropout
0,20,6,6,6,6,Dropout
0,18,6,8,7,7,Enrolled
0,18,6,6,6,5,Graduate
0,21,6,6,6,6,Graduate
0,19,6,6,6,6,Graduate
0,19,5,6,6,4,Graduate
0,19,3,5,5,4,Enrolled
0,18,6,6,6,5,Dropout
0,18,5,5,5,5,Graduate
0,18,4,5,5,5,Graduate
0,31,5,8,7,3,Dropout
0,19,2,5,5,3,Enrolled
0,20,6,6,6,6,Graduate
0,19,5,5,5,3,Dropout
0,19,6,6,6,6,Graduate
0,27,3,5,5,2,Dropout
0,18,6,6,6,6,Graduate
0,32,0,6,6,0,Dropout
0,18,7,8,8,7,Graduate
0,19,7,8,8,7,Graduate
0,19,6,6,6,6,Enrolled
0,18,2,6,6,0,Dropout
0,18,4,6,6,4,Dropout
1,24,6,6,6,6,Graduate
0,19,5,6,6,6,Graduate
1,21,0,6,6,0,Dropout
0,19,6,9,7,8,Graduate
0,19,5,7,7,5,Enrolled
0,36,6,7,7,5,Graduate
0,51,0,6,6,0,Dropout
0,20,6,6,6,4,Enrolled
1,29,0,5,6,0,Dropout
1,27,5,6,6,5,Dropout
0,33,4,5,5,3,Enrolled
0,57,12,14,15,9,Dropout
0,20,5,6,6,5,Enrolled
0,26,3,5,5,3,Dropout
1,27,0,5,5,0,Enrolled
0,19,5,5,5,4,Graduate
0,23,5,6,6,2,Dropout
0,27,5,5,5,5,Graduate
1,20,7,8,7,8,Graduate
0,19,11,11,12,11,Graduate
1,19,0,6,6,0,Dropout
0,20,5,6,6,6,Graduate
0,33,6,5,8,4,Enrolled
0,22,15,14,15,14,Graduate
0,18,3,5,5,4,Graduate
0,27,7,8,8,7,Graduate
0,27,0,5,5,0,Dropout
0,19,4,6,6,6,Graduate
0,20,5,6,6,5,Enrolled
0,23,6,6,6,6,Graduate
0,22,20,23,23,20,Graduate
0,18,1,6,6,0,Dropout
0,18,6,6,6,6,Graduate
0,31,6,6,6,6,Graduate
0,19,4,6,6,0,Dropout
0,19,5,6,6,6,Enrolled
0,24,1,6,6,0,Dropout
0,19,7,8,7,8,Graduate
0,19,5,5,5,5,Graduate
0,26,3,6,6,4,Dropout
1,27,0,0,0,0,Dropout
0,19,6,6,6,6,Graduate
0,29,5,5,5,5,Dropout
0,18,8,8,8,8,Graduate
0,19,7,8,7,8,Graduate
0,18,6,6,6,6,Enrolled
0,18,5,5,5,5,Graduate
0,19,0,0,0,0,Dropout
0,19,7,8,7,8,Graduate
0,19,6,6,6,6,Dropout
0,19,5,6,6,5,Enrolled
0,19,6,6,6,6,Graduate
0,19,6,6,6,6,Graduate
1,18,0,8,7,0,Dropout
0,20,6,6,6,6,Graduate
0,20,5,6,6,4,Graduate
0,21,3,5,5,3,Enrolled
0,31,5,10,10,6,Dropout
0,20,7,8,7,8,Graduate
0,19,3,5,5,4,Enrolled
0,18,6,7,7,6,Graduate
0,19,7,8,7,8,Graduate
0,30,15,13,16,13,Graduate
0,21,6,6,6,3,Enrolled
0,19,5,5,5,5,Graduate
1,22,5,5,5,5,Graduate
0,18,6,6,6,6,Graduate
0,18,6,6,6,5,Graduate
0,19,7,8,8,7,Graduate
0,18,6,6,6,6,Graduate
0,21,6,8,7,8,Enrolled
0,18,7,8,7,5,Enrolled
0,20,0,0,0,0,Graduate
0,18,4,5,5,4,Graduate
0,25,6,6,6,6,Graduate
0,19,6,6,6,6,Graduate
0,19,5,6,6,4,Enrolled
0,26,6,6,6,6,Graduate
0,21,4,5,5,5,Graduate
0,19,1,5,5,0,Dropout
0,19,7,8,8,7,Graduate
0,18,6,6,6,6,Graduate
0,32,7,10,10,8,Graduate
0,18,6,6,6,6,Graduate
0,20,5,7,7,6,Enrolled
0,20,5,5,5,4,Enrolled
1,39,5,5,5,4,Graduate
0,20,4,5,5,2,Enrolled
1,18,0,0,0,0,Dropout
1,18,6,6,6,6,Graduate
0,21,12,11,12,11,Graduate
0,18,6,7,7,6,Enrolled
0,18,2,5,5,3,Enrolled
0,21,9,12,14,8,Graduate
0,22,3,5,5,2,Dropout
0,21,6,6,6,3,Enrolled
0,20,3,6,6,2,Enrolled
0,21,0,0,0,0,Graduate
0,20,6,6,6,5,Graduate
0,19,7,8,8,7,Graduate
0,20,6,6,6,6,Graduate
0,19,5,5,5,5,Graduate
0,18,5,5,5,4,Graduate
0,18,2,6,6,1,Dropout
0,24,3,5,5,3,Dropout
1,21,6,6,6,6,Dropout
0,18,7,8,7,4,Graduate
0,20,4,5,5,5,Graduate
1,20,5,6,6,4,Dropout
1,18,5,6,6,4,Dropout
0,25,5,7,7,6,Graduate
0,19,5,6,6,6,Enrolled
1,35,0,7,7,0,Dropout
0,19,6,8,7,8,Graduate
0,18,6,6,6,6,Dropout
0,19,7,8,8,7,Graduate
0,19,5,7,7,5,Enrolled
0,18,6,6,6,6,Graduate
1,24,5,6,6,3,Dropout
0,25,11,10,14,8,Graduate
0,28,4,5,5,4,Enrolled
0,19,6,6,6,5,Graduate
0,19,0,5,5,0,Dropout
0,30,0,5,5,0,Dropout
0,19,0,7,7,0,Dropout
0,21,1,5,5,0,Dropout
0,19,0,0,0,0,Dropout
0,29,0,6,6,0,Dropout
0,18,4,6,6,4,Dropout
0,21,3,5,5,3,Enrolled
0,20,7,7,7,4,Dropout
1,24,7,10,10,9,Enrolled
0,18,0,6,6,0,Dropout
0,23,5,6,6,5,Enrolled
0,19,5,5,5,3,Graduate
0,35,0,6,6,0,Dropout
0,20,7,8,8,7,Graduate
0,33,0,5,6,0,Dropout
0,18,6,6,6,6,Graduate
0,20,6,6,6,3,Enrolled
0,19,4,6,6,3,Dropout
0,18,6,6,6,0,Dropout
0,28,0,5,5,0,Dropout
0,18,5,5,5,5,Graduate
1,25,6,6,6,6,Dropout
1,19,4,6,6,5,Dropout
0,18,5,6,6,4,Graduate
0,29,6,6,6,6,Graduate
0,18,0,0,0,0,Enrolled
0,20,6,6,6,6,Graduate
0,20,0,6,6,0,Dropout
0,18,6,6,6,6,Graduate
0,21,6,6,6,6,Graduate
0,18,5,6,6,2,Dropout
0,20,3,5,5,4,Graduate
0,23,9,11,13,7,Enrolled
0,26,0,5,1,0,Dropout
1,19,1,5,5,0,Dropout
1,24,5,8,7,5,Dropout
0,20,6,6,6,6,Graduate
1,26,0,5,5,0,Dropout
0,31,1,5,5,4,Dropout
0,27,8,8,8,8,Graduate
1,24,6,6,6,6,Graduate
0,23,4,6,6,4,Enrolled
0,20,7,8,7,8,Graduate
0,20,6,8,7,6,Graduate
0,24,7,8,8,7,Graduate
0,39,4,5,5,4,Enrolled
0,18,4,6,6,5,Graduate
0,20,0,6,6,0,Dropout
0,18,7,8,7,8,Graduate
0,19,7,8,7,8,Graduate
0,18,5,5,5,5,Graduate
0,22,3,5,5,4,Enrolled
0,18,7,8,7,8,Graduate
0,18,6,6,6,6,Graduate
0,30,3,5,5,5,Enrolled
0,34,14,13,16,11,Graduate
0,38,3,6,6,1,Dropout
0,19,8,8,8,8,Graduate
0,19,5,6,6,3,Dropout
0,21,6,6,6,6,Dropout
0,18,6,6,6,6,Graduate
0,20,6,6,6,6,Graduate
0,18,5,5,5,5,Graduate
0,18,6,6,6,6,Graduate
0,36,1,7,7,0,Dropout
0,18,4,5,5,4,Graduate
0,21,0,5,5,0,Dropout
1,21,3,6,6,1,Dropout
0,18,6,6,6,6,Graduate
0,18,4,5,5,4,Graduate
0,19,6,7,7,6,Graduate
1,29,5,6,6,6,Graduate
0,20,7,5,7,5,Graduate
0,18,6,7,7,6,Graduate
0,19,4,5,5,5,Graduate
0,19,5,5,5,5,Graduate
1,37,0,5,6,0,Dropout
0,18,4,5,5,5,Graduate
0,21,5,6,6,1,Dropout
0,19,6,6,6,6,Graduate
0,19,5,5,5,5,Graduate
0,35,3,5,5,5,Enrolled
0,30,0,8,7,0,Dropout
0,27,7,7,8,5,Dropout
0,45,4,6,6,2,Dropout
0,50,8,7,9,7,Graduate
0,41,11,10,14,10,Graduate
0,26,6,7,7,6,Enrolled
0,44,1,6,6,0,Dropout
0,23,13,10,15,7,Graduate
0,34,10,10,12,5,Dropout
0,21,5,5,5,5,Graduate
0,22,1,5,5,2,Dropout
0,32,2,6,6,6,Graduate
0,20,7,8,7,8,Graduate
0,59,12,8,15,8,Dropout
0,30,9,9,11,9,Enrolled
0,18,6,6,6,6,Graduate
1,25,4,5,5,4,Enrolled
0,36,5,5,5,5,Graduate
0,36,1,7,7,0,Dropout
0,19,4,6,6,3,Dropout
0,25,4,5,5,5,Graduate
0,35,18,13,18,13,Graduate
0,20,1,6,6,0,Dropout
0,35,1,6,6,0,Dropout
0,27,2,6,6,1,Dropout
0,18,7,8,8,7,Enrolled
0,23,6,7,7,6,Enrolled
0,19,4,6,6,4,Graduate
0,18,5,7,7,6,Enrolled
1,26,4,7,7,5,Dropout
0,19,6,6,6,6,Graduate
0,19,0,8,7,0,Dropout
0,18,0,0,0,0,Dropout
0,19,7,8,7,8,Graduate
0,19,7,8,7,8,Graduate
0,19,5,5,5,5,Graduate
0,21,6,6,6,6,Graduate
0,18,6,6,6,6,Graduate
0,33,10,11,12,11,Graduate
0,32,11,11,11,7,Graduate
0,17,8,8,8,8,Graduate
0,31,0,8,7,0,Dropout
0,32,6,6,6,5,Graduate
0,18,6,6,6,6,Dropout
1,31,5,6,6,6,Enrolled
0,20,6,6,6,5,Enrolled
0,40,0,5,5,0,Dropout
0,32,5,5,5,5,Graduate
0,40,1,5,5,2,Dropout
0,18,0,0,0,0,Graduate
1,28,4,6,9,1,Dropout
1,19,5,6,6,6,Graduate
0,19,6,6,6,3,Graduate
0,21,0,5,5,0,Dropout
0,22,2,5,5,0,Dropout
0,18,5,5,5,5,Dropout
0,27,0,0,0,0,Dropout
0,19,5,7,10,2,Enrolled
0,30,9,10,10,8,Graduate
0,28,0,6,6,1,Dropout
1,34,1,5,5,2,Enrolled
0,21,5,5,5,3,Enrolled
0,20,5,6,6,6,Graduate
0,31,5,7,8,5,Dropout
1,21,2,5,5,2,Dropout
0,27,1,5,5,3,Dropout
0,19,4,6,6,5,Graduate
0,21,0,6,6,1,Enrolled
0,21,2,6,6,0,Dropout
0,35,7,9,10,4,Dropout
0,28,3,5,5,3,Dropout
0,24,4,6,6,4,Enrolled
0,19,0,6,4,0,Dropout
1,20,5,6,6,4,Enrolled
0,20,6,6,6,6,Graduate
0,19,1,5,5,2,Enrolled
1,37,5,7,7,3,Dropout
0,19,2,6,6,1,Dropout
0,36,0,7,7,0,Dropout
0,29,0,5,5,0,Dropout
0,30,6,6,6,5,Graduate
1,32,2,6,6,0,Dropout
0,26,6,6,6,6,Enrolled
0,37,1,6,6,2,Dropout
0,27,3,6,6,2,Dropout
0,18,6,6,6,5,Graduate
0,18,8,8,8,8,Graduate
0,32,2,7,8,0,Dropout
0,20,1,5,5,3,Enrolled
0,22,0,6,6,0,Dropout
0,32,0,8,7,0,Dropout
0,21,4,5,5,5,Enrolled
0,19,3,6,6,5,Dropout
0,18,6,6,6,6,Graduate
0,18,5,5,5,5,Graduate
1,38,0,5,5,0,Dropout
0,21,5,6,6,4,Dropout
0,21,2,6,6,1,Dropout
0,26,2,5,5,3,Enrolled
0,19,6,7,7,6,Graduate
0,19,7,8,8,7,Enrolled
1,18,4,6,6,3,Dropout
0,25,0,5,5,0,Dropout
0,19,7,14,14,7,Graduate
0,18,6,6,6,6,Graduate
0,19,5,5,5,5,Graduate
0,22,6,6,6,6,Graduate
0,21,6,6,6,6,Graduate
0,21,6,6,6,6,Graduate
0,20,7,7,7,7,Graduate
0,19,4,5,5,3,Enrolled
0,18,6,7,7,6,Graduate
0,26,3,7,7,3,Dropout
0,31,13,14,15,11,Dropout
0,18,6,6,6,6,Graduate
0,35,0,5,5,0,Dropout
0,19,2,5,5,3,Enrolled
0,19,5,6,6,6,Graduate
0,18,7,8,7,8,Graduate
0,20,6,6,6,6,Graduate
0,19,12,11,12,11,Graduate
0,21,2,6,6,5,Enrolled
1,18,7,7,7,7,Graduate
0,23,8,8,8,8,Graduate
0,21,5,6,6,6,Graduate
0,19,5,5,5,5,Graduate
0,19,4,5,5,3,Enrolled
0,20,11,9,11,9,Graduate
0,18,0,5,5,4,Enrolled
0,18,8,8,8,8,Graduate
0,19,6,7,7,6,Graduate
0,21,6,6,6,6,Graduate
0,18,6,6,6,6,Graduate
0,20,6,6,6,5,Enrolled
0,18,5,6,6,6,Graduate
0,18,7,8,7,8,Graduate
0,32,5,5,5,4,Enrolled
0,18,0,0,0,0,Graduate
0,19,5,6,6,5,Enrolled
0,18,8,8,8,8,Graduate
0,18,0,8,8,0,Dropout
0,20,6,6,6,6,Graduate
0,19,6,6,6,4,Enrolled
0,19,7,8,8,7,Graduate
0,18,1,5,5,0,Enrolled
0,18,0,8,7,0,Dropout
0,18,6,8,7,7,Graduate
0,20,6,8,7,6,Enrolled
0,19,6,6,6,6,Enrolled
0,21,2,6,6,0,Dropout
0,19,7,7,7,7,Graduate
0,20,6,6,6,6,Graduate
0,21,8,8,8,8,Graduate
0,23,0,6,6,0,Dropout
0,18,6,6,6,2,Dropout
0,30,5,5,5,5,Dropout
0,20,0,5,5,0,Dropout
0,29,3,5,5,0,Dropout
0,24,5,5,5,2,Enrolled
0,20,6,6,6,6,Graduate
0,27,4,6,6,6,Dropout
0,23,0,5,5,0,Dropout
0,23,6,6,6,6,Graduate
0,18,7,8,8,7,Graduate
0,19,6,6,6,6,Graduate
0,19,7,8,7,8,Dropout
0,18,6,6,6,6,Dropout
0,19,6,6,6,6,Graduate
0,18,6,6,6,6,Graduate
0,29,8,12,13,9,Enrolled
0,24,6,8,7,8,Graduate
0,19,2,7,7,2,Dropout
0,19,6,7,7,7,Enrolled
0,19,3,6,6,5,Enrolled
0,20,6,6,6,5,Graduate
0,18,6,6,6,6,Graduate
0,18,6,6,6,4,Dropout
0,19,7,8,7,7,Graduate
0,19,6,6,6,6,Dropout
0,18,0,0,0,0,Graduate
0,19,6,6,6,6,Graduate
0,18,7,8,7,8,Graduate
0,24,5,5,5,5,Enrolled
1,28,4,7,7,5,Enrolled
0,20,7,8,8,7,Graduate
0,19,7,8,8,7,Graduate
0,22,2,5,5,1,Dropout
0,19,6,6,6,6,Graduate
0,36,13,11,14,11,Graduate
0,19,6,6,6,6,Graduate
0,18,5,6,6,6,Graduate
0,40,0,5,5,0,Dropout
0,19,6,7,7,6,Graduate
0,38,5,8,8,5,Enrolled
0,32,4,9,10,3,Dropout
0,19,3,6,6,5,Enrolled
0,19,6,6,6,6,Graduate
0,35,0,5,1,0,Dropout
0,20,4,4,5,2,Enrolled
0,29,7,8,8,8,Graduate
0,29,5,5,5,4,Enrolled
0,19,7,8,8,7,Enrolled
0,18,7,8,8,7,Graduate
1,25,6,6,6,6,Graduate
1,50,0,5,6,0,Dropout
0,24,14,14,15,13,Dropout
0,18,0,5,5,0,Dropout
0,20,6,6,6,5,Graduate
1,20,18,13,18,13,Graduate
0,21,6,10,10,5,Dropout
1,28,7,6,8,1,Enrolled
0,19,6,6,6,6,Graduate
0,18,8,8,8,8,Graduate
0,22,0,0,0,0,Graduate
0,25,0,6,6,0,Dropout
0,37,5,7,7,5,Dropout
0,38,5,7,7,4,Dropout
0,36,3,6,6,5,Dropout
0,18,7,8,8,7,Graduate
0,19,0,6,5,0,Dropout
1,24,2,5,5,3,Dropout
0,20,5,6,6,5,Graduate
0,21,0,0,0,0,Dropout
0,32,0,5,5,0,Dropout
0,39,0,5,5,1,Dropout
0,33,0,5,5,0,Dropout
0,20,5,5,5,4,Graduate
0,19,6,6,6,6,Graduate
0,43,2,5,5,3,Dropout
0,49,4,5,5,4,Dropout
0,18,6,6,6,6,Graduate
0,27,0,6,6,0,Enrolled
0,19,5,5,5,5,Dropout
1,45,6,6,6,0,Dropout
0,19,6,6,6,6,Graduate
0,21,6,6,6,4,Graduate
0,18,6,6,6,5,Graduate
0,18,0,5,5,0,Dropout
0,29,0,6,6,0,Dropout
0,19,5,5,5,5,Graduate
0,18,4,5,5,4,Enrolled
0,22,7,9,7,8,Graduate
0,18,7,8,7,8,Dropout
0,20,5,6,6,2,Enrolled
0,20,0,0,0,0,Dropout
1,29,1,6,6,0,Dropout
0,29,3,5,5,4,Dropout
0,23,1,6,6,4,Enrolled
1,19,0,0,0,0,Dropout
0,18,0,5,5,1,Dropout
0,22,4,6,6,2,Dropout
1,34,7,10,10,6,Dropout
0,26,5,5,5,5,Graduate
0,24,13,17,17,12,Dropout
0,17,6,6,6,6,Graduate
0,21,2,5,5,3,Enrolled
0,34,5,5,5,5,Enrolled
0,19,6,6,6,6,Graduate
1,49,5,7,12,5,Dropout
0,23,5,7,7,6,Dropout
0,18,4,5,5,3,Dropout
0,20,5,8,7,7,Enrolled
0,19,6,6,6,5,Graduate
0,24,8,10,9,9,Enrolled
0,18,5,5,5,5,Graduate
1,45,0,6,6,0,Dropout
0,30,2,5,5,0,Dropout
0,28,13,13,15,9,Dropout
0,40,0,5,5,0,Dropout
0,32,0,5,5,0,Dropout
0,19,4,6,6,4,Dropout
0,20,6,6,6,6,Graduate
0,18,1,5,5,0,Dropout
0,20,6,6,6,2,Dropout
0,39,4,5,5,4,Enrolled
0,19,5,6,6,5,Enrolled
0,38,2,5,5,3,Enrolled
0,18,6,7,7,6,Graduate
0,18,7,8,7,8,Graduate
0,28,0,5,5,0,Dropout
0,31,0,6,6,0,Dropout
0,23,6,7,7,6,Graduate
0,21,6,8,7,5,Enrolled
1,33,0,5,6,0,Dropout
0,22,3,5,5,3,Dropout
1,20,5,5,5,5,Dropout
1,19,6,6,6,5,Enrolled
0,20,6,6,6,6,Graduate
0,25,6,6,6,4,Enrolled
0,25,0,6,6,0,Dropout
0,19,6,6,6,6,Enrolled
0,20,5,5,5,4,Graduate
0,33,5,7,7,0,Enrolled
0,19,6,6,6,6,Graduate
0,31,0,5,5,0,Dropout
1,24,2,7,6,2,Dropout
1,23,0,5,5,0,Dropout
0,26,3,5,5,3,Dropout
0,38,18,18,18,18,Graduate
0,20,5,5,5,5,Graduate
0,20,3,5,5,5,Graduate
0,25,0,6,6,0,Dropout
0,19,5,6,6,4,Graduate
0,18,5,5,5,5,Graduate
0,28,7,11,13,5,Dropout
0,18,0,5,5,0,Enrolled
0,20,6,6,6,6,Graduate
0,18,6,6,6,6,Graduate
0,19,5,5,5,4,Graduate
1,24,2,8,8,2,Dropout
0,21,0,6,6,0,Dropout
0,20,6,6,6,6,Graduate
0,21,5,6,6,5,Graduate
1,24,7,8,7,7,Graduate
0,27,0,5,5,0,Dropout
1,19,4,5,5,5,Enrolled
0,39,9,7,9,7,Graduate
0,25,2,7,7,2,Dropout
0,18,0,0,0,0,Dropout
0,19,12,12,12,12,Graduate
0,21,5,6,6,4,Graduate
0,27,0,5,5,0,Dropout
0,19,0,5,5,0,Enrolled
0,18,7,8,8,7,Enrolled
0,27,9,11,12,6,Dropout
1,18,6,6,6,5,Dropout
0,19,2,5,5,5,Enrolled
0,19,3,6,6,1,Dropout
0,22,3,6,6,3,Enrolled
0,18,6,6,6,6,Graduate
0,18,6,6,6,5,Graduate
0,23,11,6,11,6,Dropout
1,20,0,0,0,0,Dropout
0,18,6,6,6,6,Graduate
0,18,6,6,6,6,Graduate
0,18,5,5,5,3,Enrolled
0,20,6,6,6,6,Graduate
0,20,5,6,6,3,Graduate
0,21,5,9,7,5,Dropout
0,22,0,0,0,0,Enrolled
0,20,5,5,5,5,Dropout
1,19,0,0,0,0,Enrolled
0,19,2,5,5,3,Enrolled
0,20,6,6,6,6,Graduate
0,19,4,6,6,2,Dropout
0,19,3,6,5,2,Dropout
1,24,7,6,8,6,Enrolled
1,18,3,6,6,4,Dropout
0,18,5,5,5,5,Enrolled
1,18,5,6,6,5,Dropout
0,18,6,6,6,6,Graduate
0,21,6,6,6,6,Graduate
0,18,4,6,6,5,Dropout
0,18,7,8,7,8,Graduate
0,18,6,6,6,6,Graduate
0,23,4,6,6,0,Dropout
0,21,3,5,5,4,Graduate
0,20,1,6,6,1,Enrolled
0,26,7,6,7,2,Dropout
0,18,6,6,6,5,Enrolled
0,18,0,0,0,0,Dropout
0,19,6,6,6,6,Graduate
0,20,6,8,7,7,Graduate
1,19,6,6,6,2,Dropout
1,21,3,6,6,2,Enrolled
0,33,9,9,10,7,Graduate
0,18,4,5,5,4,Graduate
0,21,18,21,21,18,Graduate
0,19,6,6,6,6,Graduate
1,33,7,7,7,6,Enrolled
0,18,7,8,7,8,Graduate
0,18,6,6,6,6,Graduate
0,20,6,6,6,6,Graduate
0,20,0,6,6,0,Dropout
0,20,6,6,6,5,Graduate
0,19,4,5,5,5,Graduate
0,19,6,6,6,6,Graduate
0,21,6,6,6,6,Graduate
0,26,3,6,6,4,Enrolled
0,21,0,6,6,0,Dropout
0,18,7,8,8,7,Graduate
0,27,6,7,7,1,Dropout
0,20,12,12,12,11,Graduate
0,21,5,6,6,4,Enrolled
0,18,7,8,7,8,Graduate
0,20,6,6,6,5,Enrolled
0,18,6,6,6,6,Graduate
0,20,6,6,6,6,Graduate
0,19,3,5,5,3,Graduate
0,20,6,8,7,7,Graduate
0,20,5,5,5,5,Graduate
0,20,2,5,5,4,Enrolled
1,19,0,5,6,0,Dropout
0,18,6,6,6,6,Graduate
0,18,3,5,5,5,Graduate
0,19,6,8,7,7,Graduate
0,19,6,8,7,7,Dropout
0,43,6,6,6,5,Enrolled
0,47,8,7,10,5,Dropout
0,23,0,2,3,0,Dropout
1,19,6,6,6,6,Graduate
0,20,6,8,8,6,Graduate
0,19,12,11,12,11,Graduate
0,19,6,6,6,6,Graduate
0,19,6,6,6,6,Graduate
1,39,6,6,6,4,Graduate
0,20,6,6,6,6,Graduate
0,21,6,6,6,6,Graduate
1,22,9,10,11,4,Graduate
0,19,1,5,6,0,Dropout
0,22,6,6,6,6,Graduate
0,19,6,6,6,6,Graduate
1,18,0,0,0,0,Dropout
0,26,5,5,5,5,Enrolled
0,36,0,5,5,0,Dropout
1,20,0,0,0,0,Graduate
